Employees,Profit,Age,ID
0.49733023260885667,0.6491988708172269,0.5755027939661612,1
0.6609557489774086,0.7453737085410697,0.0869225661692368,2
0.4459827760110149,-0.22709312343309637,0.8657528959182922,3
-0.694701955647719,-0.5295200238716742,-0.4868241336850264,4
-0.7414129791846735,-0.5447337467170705,-0.3918825582800148,5
-0.6979299521632861,-0.5221144487023585,-0.49019412922798805,6
-0.5684702132831562,-0.4445583977360116,-0.6922495558772089,7
-0.610443877454379,-0.47123006682542484,-0.6366321517157053,8
-0.5685402497852513,-0.44554282229959,-0.6915588029021393,9
